"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"6901",11228,"Ys I & II Chronicles","PSP",2009,"Role-Playing","Falcom Corporation",0.05,0,0.03,0.01,0.09
"6902",4870,"SD Gundam G Generation Seed","PS2",2004,"Strategy","Namco Bandai Games",0,0,0.4,0,0.4
"6903",15217,"Moujuutsukai to Oujisama Portable","PSP",2011,"Adventure","Idea Factory",0,0,0.02,0,0.02
"6904",7669,"Gladius","PS2",2003,"Strategy","Activision",0.1,0.08,0,0.03,0.2
"6905",5965,"NieR","X360",2010,"Role-Playing","Square Enix",0.13,0.1,0.04,0.02,0.29
"6906",7127,"Digimon World DS (JP sales)","DS",2006,"Role-Playing","Namco Bandai Games",0,0,0.23,0,0.23
"6907",297,"Star Fox 64","N64",1997,"Shooter","Nintendo",2.78,0.58,0.64,0.04,4.03
"6908",7726,"WipeOut 3 The Game","3DS",2012,"Action","Activision",0.18,0,0,0.01,0.2
"6909",14830,"Disney Planes Fire & Rescue","WiiU",2014,"Action","Disney Interactive Studios",0.01,0.01,0,0,0.03
"6910",338,"MySims","DS",2007,"Simulation","Electronic Arts",1.59,1.61,0.08,0.41,3.69
"6911",580,"God of War Collection","PS3",2009,"Action","Sony Computer Entertainment",1.7,0.46,0.06,0.41,2.63
"6912",14567,"Real World Golf","XB",2006,"Sports","Mad Catz",0.02,0.01,0,0,0.03
"6913",3584,"Wolfenstein","X360",2009,"Shooter","Activision",0.28,0.22,0,0.06,0.56
"6914",11966,"Silent Hill: Origins","PS2",2008,"Action","Konami Digital Entertainment",0.03,0.03,0,0.01,0.07
"6915",13109,"ESPN International Winter Sports 2002","GC",2002,"Sports","Konami Digital Entertainment",0.04,0.01,0,0,0.05
"6916",11218,"The Incredibles: Rise of the Underminer","XB",2005,"Action","THQ",0.06,0.02,0,0,0.09
"6917",10849,"NFL Blitz 20-02","XB",2002,"Sports","Midway Games",0.07,0.02,0,0,0.09
"6918",12612,"Mahouka Koukou no Rettousei: Out of Order","PSV",2014,"Adventure","Namco Bandai Games",0,0,0.06,0,0.06
"6919",5707,"Crash Nitro Kart","XB",2003,"Racing","Vivendi Games",0.24,0.07,0,0.01,0.31
"6920",4758,"Yu-Gi-Oh! The Eternal Duelist Soul (JP sales)","GBA",2001,"Misc","Konami Digital Entertainment",0,0,0.4,0.01,0.41
"6921",7804,"Need for Speed: The Run","3DS",2011,"Action","Electronic Arts",0.09,0.09,0,0.02,0.19
"6922",3696,"Gekikuukan Pro Yakyuu: At the End of the Century 1999","PS2",2000,"Sports","SquareSoft",0,0,0.54,0,0.54
"6923",15955,"Narcissus: Moshimo Ashita ga Runara","PSP",2010,"Adventure","Kadokawa Shoten",0,0,0.02,0,0.02
"6924",707,"Paper Mario: Sticker Star","3DS",2012,"Role-Playing","Nintendo",1.12,0.39,0.64,0.12,2.27
"6925",4062,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)","PS2",2009,"Shooter","Activision",0.25,0.01,0,0.22,0.49
"6926",513,"Skylanders: Spyro's Adventure","Wii",2011,"Action","Activision",1.4,1.14,0,0.31,2.85
"6927",6146,"Final Fantasy VI Advance","GBA",2006,"Role-Playing","Nintendo",0,0,0.28,0.01,0.28
"6928",9975,"Yattaman DS: BikkuriDokkiri Daisakusen da Koron","DS",2008,"Action","Takara Tomy",0,0,0.12,0,0.12
"6929",6585,"Desert Falcon","2600",1987,"Shooter","Atari",0.24,0.01,0,0,0.26
"6930",7720,"Aikatsu! Cinderella Lesson","3DS",2012,"Role-Playing","Namco Bandai Games",0,0,0.2,0,0.2
"6931",9936,"Turok: Evolution","GBA",2002,"Shooter","Acclaim Entertainment",0.08,0.03,0,0,0.12
"6932",11136,"The Suffering: Ties That Bind","XB",2005,"Action","Midway Games",0.07,0.02,0,0,0.09
"6933",7,"New Super Mario Bros.","DS",2006,"Platform","Nintendo",11.38,9.23,6.5,2.9,30.01
"6934",7312,"Blue Dragon Plus","DS",2008,"Role-Playing","Ignition Entertainment",0.12,0.04,0.05,0.01,0.22
"6935",4401,"Vandal Hearts","PS",1996,"Role-Playing","Konami Digital Entertainment",0.14,0.09,0.19,0.03,0.45
"6936",9712,"Are You Smarter than a 5th Grader? Game Time","X360",2009,"Puzzle","THQ",0.12,0,0,0.01,0.12
"6937",4217,"We Sing Encore","Wii",2010,"Misc","Nordic Games",0,0.41,0,0.06,0.47
"6938",14750,"Pro Evolution Soccer 2012","3DS",2011,"Action","Konami Digital Entertainment",0.02,0,0,0,0.03
"6939",3862,"That's So Raven 2: Supernatural Style","GBA",2005,"Adventure","Disney Interactive Studios",0.37,0.14,0,0.01,0.52
"6940",8526,"Heroes over Europe","PS3",2009,"Simulation","Ubisoft",0.12,0.02,0,0.02,0.16
"6941",6525,"Star Wars Episode I: Battle for Naboo","N64",2000,"Simulation","LucasArts",0.21,0.05,0,0,0.26
"6942",9889,"Airborne Troops: Countdown to D-Day","PS2",2005,"Shooter","Playlogic Game Factory",0.06,0.05,0,0.02,0.12
"6943",14165,"Gacharoku","PS2",2002,"Misc","Sony Computer Entertainment",0,0,0.03,0,0.03
"6944",15301,"Butt-Ugly Martians: Zoom or Doom!","PS2",2002,"Racing","Vivendi Games",0.01,0.01,0,0,0.02
"6945",8033,"Lips: Party Classics","X360",2010,"Misc","Microsoft Game Studios",0.05,0.11,0,0.02,0.18
"6946",15874,"Full House Kiss 2","PS2",2006,"Adventure","Capcom",0,0,0.02,0,0.02
"6947",2718,"FIFA 15","Wii",2014,"Sports","Electronic Arts",0.24,0.46,0,0.06,0.76
"6948",13987,"NHL Legacy","PS3",2015,"Action","Electronic Arts",0.03,0,0,0.01,0.04
"6949",14736,"Eco Creatures: Save The Forest","DS",2007,"Adventure","Rising Star Games",0.03,0,0,0,0.03
"6950",8599,"Innocent Life: A Futuristic Harvest Moon","PSP",2006,"Simulation","Rising Star Games",0.08,0.03,0.03,0.02,0.16
"6951",13427,"Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai","DS",2006,"Misc","Nintendo",0,0,0.05,0,0.05
"6952",4699,"World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen","PS",2000,"Sports","Konami Digital Entertainment",0,0,0.39,0.03,0.41
"6953",10059,"Puyo Puyo Tetris","3DS",2014,"Puzzle","Sega",0,0,0.11,0,0.11
"6954",13498,"Nobunaga's Ambition (3DS)","3DS",2013,"Simulation","Tecmo Koei",0,0,0.04,0,0.04
"6955",9541,"Monster Hunter Frontier Online","X360",2010,"Role-Playing","Capcom",0,0,0.13,0,0.13
"6956",6422,"The Dog Island","PS2",2007,"Adventure","Ubisoft",0.13,0.1,0,0.03,0.27
"6957",14911,"Derby Time 2006","PSP",2006,"Sports","Sony Computer Entertainment",0,0,0.03,0,0.03
"6958",381,"Guitar Hero: On Tour","DS",2008,"Misc","Activision",2.11,1.01,0.01,0.35,3.48
"6959",15544,"Legendary","PC",2008,"Shooter","Atari",0,0.01,0,0,0.02
"6960",3514,"Up","Wii",2009,"Action","THQ",0.23,0.28,0,0.06,0.57
"6961",2937,"MotionSports","X360",2010,"Sports","Ubisoft",0.38,0.26,0,0.06,0.7
"6962",1633,"The Sims 2: Castaway","Wii",2007,"Simulation","Electronic Arts",0.45,0.64,0,0.14,1.23
"6963",5011,"Shin Megami Tensei: Devil Summoner","SAT",1995,"Role-Playing","Atlus",0,0,0.38,0,0.38
"6964",2987,"Prince of Persia: The Two Thrones","PS2",2005,"Action","Ubisoft",0.57,0.02,0,0.09,0.68
"6965",3346,"Phineas and Ferb: Across the 2nd Dimension","Wii",2011,"Action","Disney Interactive Studios",0.36,0.19,0,0.05,0.6
"6966",12498,"Remember Me","PC",2013,"Action","Capcom",0,0.05,0,0.01,0.06
"6967",3333,"Fighters Uncaged","X360",2010,"Fighting","Ubisoft",0.31,0.24,0,0.06,0.61
"6968",7723,"Mega Man Legacy Collection","3DS",2016,"Platform","Capcom",0.13,0,0.05,0.02,0.2
"6969",4745,"Band Hero","PS2",2009,"Misc","Activision",0.15,0.06,0,0.2,0.41
"6970",7070,"World Series of Poker 2008: Battle for the Bracelets","PS2",2007,"Misc","Activision",0.11,0.09,0,0.03,0.23
"6971",7200,"Mega Man Zero 3","GBA",2004,"Platform","Capcom",0.16,0.06,0,0,0.22
"6972",1127,"Pikmin","GC",2001,"Strategy","Nintendo",0.78,0.25,0.56,0.04,1.63
"6973",1103,"Max Payne 3","X360",2012,"Shooter","Take-Two Interactive",0.86,0.64,0.01,0.14,1.66
"6974",7644,"The BIGS 2","PS2",2009,"Sports","Take-Two Interactive",0.1,0.08,0,0.03,0.2
"6975",16115,"1/2 Summer +","PSP",2013,"Adventure","Kaga Create",0,0,0.01,0,0.01
"6976",7587,"Spy Hunter","GC",2002,"Racing","Midway Games",0.16,0.04,0,0.01,0.2
"6977",5152,"Sid Meier's Civilization: Beyond Earth","PC",2014,"Strategy","Take-Two Interactive",0.11,0.22,0,0.03,0.37
"6978",2676,"Dragon Warrior I&II","GB",1999,"Role-Playing","Enix Corporation",0,0,0.77,0,0.77
"6979",13670,"Ferrari Challenge Trofeo Pirelli","PS3",2008,"Racing","System 3 Arcade Software",0,0.03,0,0.01,0.04
"6980",5045,"MediEvil II","PS",1999,"Action","Sony Computer Entertainment",0.21,0.14,0,0.02,0.38
"6981",10986,"Brigandine: The Legend of Forsena","PS",1998,"Strategy","Atlus",0.05,0.03,0,0.01,0.09
"6982",1789,"Dance Dance Revolution Extreme 2","PS2",2005,"Simulation","Konami Digital Entertainment",0.95,0.04,0,0.16,1.14
"6983",1616,"Crash Bandicoot: The Wrath of Cortex","XB",2002,"Platform","Universal Interactive",0.59,0.57,0,0.07,1.23
"6984",9946,"Makai Shin Trillion","PSV",2014,"Role-Playing","Idea Factory",0.02,0.02,0.06,0.01,0.12
"6985",8506,"The Amazing Spider-Man (Console Version)","Wii",2012,"Action","Activision",0.11,0.04,0,0.01,0.16
"6986",4930,"MLB 15: The Show","PS3",2015,"Sports","Sony Computer Entertainment",0.3,0.01,0,0.07,0.39
"6987",9259,"Daytona USA Championship Circuit Edition","SAT",1995,"Racing","Sega",0,0,0.14,0,0.14
"6988",12273,"Bleach: Versus Crusade","Wii",2008,"Fighting","Sega",0,0,0.06,0,0.06
"6989",4993,"Fragile Dreams: Farewell Ruins of the Moon","Wii",2009,"Role-Playing","Rising Star Games",0.17,0.12,0.06,0.03,0.38
"6990",3609,"Archer Maclean's Mercury","PSP",2005,"Puzzle","Ignition Entertainment",0.17,0.24,0,0.14,0.56
"6991",9527,"The Price is Right 2010 Edition","DS",2009,"Misc","Ubisoft",0.12,0,0,0.01,0.13
"6992",14040,"Mahjong Taikai","DS",2004,"Misc","Tecmo Koei",0,0,0.04,0,0.04
"6993",4428,"The Urbz: Sims in the City (all regions sales)","DS",2004,"Simulation","Electronic Arts",0.4,0.01,0.02,0,0.44
"6994",14960,"NBA Starting Five","XB",2002,"Sports","Konami Digital Entertainment",0.02,0.01,0,0,0.02
"6995",5617,"Harvest Moon: Back to Nature","PS",1999,"Simulation","Ubisoft",0.11,0.07,0.12,0.02,0.32
"6996",10555,"Freaky Flyers","PS2",2003,"Racing","Midway Games",0.05,0.04,0,0.01,0.1
"6997",14791,"Lost Planet 2","PC",2010,"Shooter","Capcom",0,0.02,0,0.01,0.03
"6998",3496,"NHL 10","PS3",2009,"Sports","Electronic Arts",0.38,0.12,0,0.07,0.58
"6999",2472,"Big Mutha Truckers","PS2",2002,"Racing","Empire Interactive",0.41,0.32,0,0.11,0.84
"7000",3433,"Zumba Fitness","PS3",2010,"Sports","505 Games",0.28,0.21,0,0.09,0.59
"7001",25,"Grand Theft Auto: Vice City","PS2",2002,"Action","Take-Two Interactive",8.41,5.49,0.47,1.78,16.15
"7002",11735,"Yoru no Nai Kuni","PS4",2015,"Role-Playing","Tecmo Koei",0,0,0.08,0,0.08
"7003",12193,"Lucian Bee's: Justice Yellow / Evil Violet","PS2",2010,"Adventure","5pb",0,0,0.07,0,0.07
"7004",2270,"Starsky & Hutch","PS2",2003,"Racing","Empire Interactive",0.45,0.35,0,0.12,0.92
"7005",9353,"Blade II","XB",2002,"Action","Activision",0.1,0.03,0,0,0.13
"7006",15973,"SBK Superbike World Championship","PS2",2008,"Racing","Black Bean Games",0.01,0.01,0,0,0.02
"7007",8732,"Deadly Premonition","PS3",2010,"Action","Rising Star Games",0.08,0.05,0,0.02,0.15
"7008",7500,"The King of Fighters '95","NG",1995,"Fighting","SNK",0,0,0.2,0,0.2
"7009",12096,"Resident Evil 5","PC",2009,"Action","Capcom",0.01,0.04,0,0.01,0.07
"7010",12439,"Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu","PS3",2012,"Action","Sega",0,0,0.06,0,0.06
"7011",4039,"The Sims","GC",2003,"Simulation","Electronic Arts",0.35,0.13,0,0.01,0.49
"7012",9333,"Spy Hunter 2","XB",2003,"Racing","Midway Games",0.1,0.03,0,0,0.13
"7013",7966,"Jackie Chan Adventures: Legend of the Dark Hand","GBA",2001,"Action","Activision",0.13,0.05,0,0,0.19
"7014",2571,"Hitman: Contracts","PS2",2004,"Shooter","Eidos Interactive",0.39,0.31,0,0.1,0.8
"7015",2220,"NHL 2003","PS2",2002,"Sports","Electronic Arts",0.46,0.36,0,0.12,0.93
"7016",2348,"Monster 4X4: World Circuit","Wii",2006,"Racing","Ubisoft",0.81,0,0.01,0.07,0.89
"7017",13129,"DiRT 2","PC",2009,"Racing","Codemasters",0,0.04,0,0.01,0.05
"7018",8828,"FIFA Soccer 2002","PS",2001,"Sports","Electronic Arts",0.08,0.06,0,0.01,0.15
"7019",15093,"Bejeweled 2 Deluxe","PC",2006,"Puzzle","Focus Home Interactive",0,0.02,0,0,0.02
"7020",14124,"Care Bears - Care Quest","GBA",2005,"Action","Game Factory",0.02,0.01,0,0,0.03
"7021",701,"Yokai Watch Busters","3DS",2015,"Action","Level 5",0,0,2.28,0,2.28
"7022",5133,"Harry Potter and the Order of the Phoenix","PSP",2007,"Action","Electronic Arts",0.1,0.17,0,0.1,0.37
"7023",1359,"The Legend of Zelda: The Minish Cap","GBA",2004,"Action","Nintendo",0.89,0.22,0.22,0.1,1.42
"7024",4516,"MLB 2002","PS",2001,"Sports","Sony Computer Entertainment",0.24,0.16,0,0.03,0.43
"7025",11290,"Battlefield 2","PC",2005,"Shooter","Electronic Arts",0,0.07,0,0.02,0.08
"7026",5895,"One Piece Unlimited Cruise SP","3DS",2011,"Action","Namco Bandai Games",0,0,0.3,0,0.3
"7027",7484,"Anarchy Reigns","PS3",2012,"Action","Sega",0.1,0.03,0.06,0.02,0.21
"7028",8349,"Disney TH!NK Fast: The Ultimate Trivia Showdown","PS2",2008,"Misc","Disney Interactive Studios",0.08,0.06,0,0.02,0.17
"7029",12050,"Billy's Boot Camp: Wii de Enjoy Diet!","Wii",2011,"Sports","Rocket Company",0,0,0.07,0,0.07
"7030",1934,"World Tour Soccer","PSP",2005,"Sports","Sony Computer Entertainment",0.1,0.63,0,0.34,1.07
"7031",942,"Gran Turismo Concept 2001 Tokyo","PS2",2001,"Racing","Unknown",0,1.1,0.42,0.33,1.84
"7032",10370,"Tom Clancy's HAWX 2","Wii",2010,"Action","Ubisoft",0.07,0.03,0,0.01,0.11
"7033",14323,"Madou Monogatari","SAT",1998,"Role-Playing","Compile",0,0,0.03,0,0.03
"7034",11868,"TMNT: Mutant Melee","GC",2005,"Fighting","Konami Digital Entertainment",0.06,0.01,0,0,0.07
"7035",506,"Call of Duty: Ghosts","XOne",2013,"Shooter","Activision",1.87,0.77,0,0.22,2.86
"7036",13200,"Pinball Tycoon","GBA",2002,"Misc","Ignition Entertainment",0.03,0.01,0,0,0.05
"7037",8769,"Kingdom Under Fire: Heroes","XB",2005,"Strategy","Deep Silver",0.11,0.03,0,0.01,0.15
"7038",9032,"Dream Pinball 3D","Wii",2008,"Misc","SouthPeak Games",0.1,0.03,0,0.01,0.14
"7039",278,"Excitebike","NES",1984,"Racing","Nintendo",2.04,0.48,1.57,0.07,4.16
"7040",6138,"Pro Evolution Soccer 2017","PS4",2016,"Sports","Konami Digital Entertainment",0.01,0.16,0.09,0.03,0.28
"7041",3788,"Burnout Revenge","XB",2005,"Racing","Electronic Arts",0.32,0.19,0,0.01,0.53
"7042",9962,"TMNT","PSP",2007,"Action","Ubisoft",0.1,0.01,0,0.01,0.12
"7043",2203,"Cars","Wii",2006,"Racing","THQ",0.83,0.04,0,0.07,0.94
"7044",11847,"Mucha Lucha! Mascaritas of the Lost Code","GBA",2003,"Fighting","Ubisoft",0.05,0.02,0,0,0.07
"7045",8554,"Jikkyou Powerful Pro Yakyuu 3 '97 Haru","SNES",1997,"Sports","Konami Digital Entertainment",0,0,0.16,0,0.16
"7046",7548,"Jillian Michaels' Fitness Adventure","X360",2011,"Misc","505 Games",0.17,0.02,0,0.01,0.2
"7047",5427,"Buzz! The Ultimate Music Quiz","PS3",2010,"Misc","Sony Computer Entertainment",0,0.25,0,0.08,0.34
"7048",5442,"Operation Flashpoint: Red River","PS3",2011,"Shooter","Codemasters",0.06,0.15,0.07,0.05,0.33
"7049",13693,"Battle Spirits: Digital Starter","DS",2010,"Role-Playing","Namco Bandai Games",0,0,0.04,0,0.04
"7050",4681,"Dexter's Laboratory Deesaster Strikes","GBA",2001,"Adventure","BAM! Entertainment",0.3,0.11,0,0.01,0.41
"7051",433,"Rhythm Heaven","DS",2008,"Misc","Nintendo",0.58,0.51,1.93,0.14,3.17
"7052",14784,"Divinity II: Flames of Vengeance","PC",2010,"Role-Playing","DTP Entertainment",0,0.02,0,0.01,0.03
"7053",4231,"Classic NES Series: Pac-Man","GBA",2004,"Puzzle","Nintendo",0.25,0.09,0.12,0.01,0.46
"7054",7325,"Crash 'N' Burn","PS2",2004,"Racing","Eidos Interactive",0.11,0.08,0,0.03,0.21
"7055",7654,"DanceDanceRevolution","PS3",2010,"Simulation","Konami Digital Entertainment",0.12,0.05,0,0.02,0.2
"7056",2580,"All Star Cheer Squad","Wii",2008,"Sports","THQ",0.43,0.29,0,0.08,0.8
"7057",4278,"LEGO Rock Band","DS",2009,"Misc","Warner Bros. Interactive Entertainment",0.33,0.09,0,0.04,0.46
"7058",1213,"Dark Cloud","PS2",2000,"Role-Playing","Sony Computer Entertainment",0.83,0.44,0.08,0.19,1.54
"7059",15959,"Guild Wars: Factions","PC",2006,"Role-Playing","NCSoft",0,0.01,0,0,0.02
"7060",2705,"The Lord of the Rings: Conquest","PS3",2009,"Action","Electronic Arts",0.38,0.26,0,0.12,0.76
"7061",4715,"Six Flags Fun Park","Wii",2009,"Misc","Ubisoft",0.28,0.1,0,0.04,0.41
"7062",7840,"SingStar Pop Vol.2","PS2",2008,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19
"7063",16554,"Sweet Honey Coming","PS2",2009,"Adventure","Kadokawa Shoten",0,0,0.01,0,0.01
"7064",11359,"Puchi Puchi Virus","DS",2007,"Puzzle","Jaleco",0.08,0,0,0.01,0.08
"7065",2081,"Puzzler Collection","DS",2008,"Puzzle","Ubisoft",0.17,0.78,0,0.04,1
"7066",10093,"Coraline","PS2",2009,"Action","D3Publisher",0.06,0.04,0,0.01,0.11
"7067",13376,"Black Mirror 2","PC",2009,"Adventure","DTP Entertainment",0,0.04,0,0.01,0.05
"7068",13633,"NCIS","PC",2011,"Adventure","Ubisoft",0.01,0.02,0,0.01,0.04
"7069",12019,"Cut the Rope","3DS",2014,"Puzzle","Activision",0.06,0,0,0.01,0.07
"7070",12570,"Match 3 Madness","DS",2010,"Puzzle","Foreign Media Games",0,0.05,0,0.01,0.06
"7071",15722,"Suzunone Seven: Rebirth Knot","PS2",2010,"Adventure","Alchemist",0,0,0.02,0,0.02
"7072",9856,"Tom Clancy's EndWar","PSP",2008,"Strategy","Ubisoft",0.1,0.01,0,0.01,0.12
"7073",5631,"Sky Odyssey","PS2",2000,"Simulation","Sony Computer Entertainment",0.16,0.12,0,0.04,0.32
"7074",11276,"Animal Planet: Emergency Vets","DS",2009,"Simulation","Activision",0.08,0,0,0.01,0.08
"7075",15551,"Wild West Shootout","Wii",2010,"Shooter","Unknown",0.01,0.01,0,0,0.02
"7076",5317,"Xbox Music Mixer","XB",2003,"Misc","Microsoft Game Studios",0.26,0.08,0,0.01,0.35
"7077",14955,"Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai","PSP",2012,"Action","5pb",0,0,0.02,0,0.02
"7078",2391,"NFL GameDay '97","PS",1996,"Sports","Sony Computer Entertainment",0.48,0.33,0,0.06,0.87
"7079",1333,"My Word Coach","DS",2007,"Misc","Ubisoft",0.37,0.9,0,0.18,1.45
"7080",14848,"Bookworm","GBA",2004,"Puzzle","Unknown",0.02,0.01,0,0,0.03
"7081",9274,"BIT.TRIP SAGA","3DS",2011,"Misc","Rising Star Games",0.09,0.04,0,0.01,0.14
"7082",12191,"Army Men: Green Rogue","PS",2001,"Action","3DO",0.04,0.02,0,0,0.07
"7083",1356,"Cabela's Big Game Hunter","PS2",2002,"Sports","Activision",0.7,0.54,0,0.18,1.42
"7084",14665,"Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki","DS",2005,"Action","Konami Digital Entertainment",0,0,0.03,0,0.03
"7085",337,"Battlefield 4","PS3",2013,"Shooter","Electronic Arts",1.3,1.51,0.27,0.61,3.69
"7086",1351,"Tiger Woods PGA Tour 09 All-Play","Wii",2008,"Sports","Electronic Arts",0.81,0.48,0,0.14,1.43
"7087",5002,"NFL GameDay 2002","PS2",2001,"Sports","Sony Computer Entertainment",0.19,0.15,0,0.05,0.38
"7088",10944,"Dragon Tales: Dragon Seek","PS",2000,"Platform","Ubisoft",0.05,0.03,0,0.01,0.09
"7089",6858,"NHRA Championship Drag Racing","PS2",2005,"Racing","ValuSoft",0.12,0.09,0,0.03,0.24
"7090",8334,"Bratz Kidz","Wii",2008,"Misc","Game Factory",0.16,0,0,0.01,0.17
"7091",15488,"Warhammer 40,000: Dawn of War: Soulstorm","PC",2008,"Strategy","THQ",0,0.02,0,0,0.02
"7092",14856,"Hokuto no Ken: Hokuto Shinken Denshousha no Michi","DS",2008,"Action","Spike",0,0,0.03,0,0.03
"7093",6844,"Pro Yaky? Spirits 2010","PSP",2010,"Sports","Konami Digital Entertainment",0,0,0.24,0,0.24
"7094",3740,"Greg Hastings' Tournament Paintball","XB",2004,"Shooter","Activision",0.46,0.06,0,0.02,0.54
"7095",6184,"Shrek: Ogres & Dronkeys","DS",2007,"Simulation","Activision",0.26,0,0,0.02,0.28
"7096",3233,"LEGO Jurassic World","XOne",2015,"Action","Warner Bros. Interactive Entertainment",0.35,0.22,0,0.06,0.63
"7097",4776,"Asura's Wrath","PS3",2012,"Action","Capcom",0.18,0.12,0.06,0.05,0.41
"7098",6776,"Catz","GBA",2005,"Simulation","Ubisoft",0.18,0.06,0,0,0.24
"7099",12102,"GRID 2","PC",2013,"Racing","Codemasters",0,0.06,0,0.01,0.07
"7100",9733,"The Ant Bully","GC",2006,"Platform","Midway Games",0.09,0.02,0,0,0.12
"7101",5127,"Turok: Rage Wars","N64",1999,"Shooter","Acclaim Entertainment",0.3,0.06,0,0,0.37
"7102",6282,"Tiny Toon Adventures: Plucky's Big Adventure","PS",2001,"Action","Conspiracy Entertainment",0.15,0.1,0,0.02,0.27
"7103",11859,"Blood Drive","PS3",2010,"Racing","Activision",0.07,0,0,0,0.07
"7104",1180,"Pokemon Mystery Dungeon: Explorers of Sky","DS",2009,"Role-Playing","Nintendo",0.58,0.44,0.44,0.12,1.58
"7105",15208,"FIFA Soccer 09","PC",2008,"Sports","Electronic Arts",0,0.02,0,0,0.02
"7106",2505,"Deca Sports 2","Wii",2009,"Sports","Hudson Soft",0.33,0.34,0.09,0.07,0.82
"7107",8635,"J-League Jikkyou Winning Eleven 2000","PS",2000,"Sports","Konami Digital Entertainment",0,0,0.15,0.01,0.16
"7108",9686,"Godzilla Unleashed: Double Smash","DS",2007,"Action","Atari",0.11,0,0,0.01,0.12
"7109",15570,"Mary King's Riding School 2","Wii",2009,"Simulation","Midas Interactive Entertainment",0,0.02,0,0,0.02
"7110",134,"Halo 3: ODST","X360",2009,"Shooter","Microsoft Game Studios",4.34,1.35,0.06,0.61,6.36
"7111",6251,"Myst III: Exile","PS2",2002,"Adventure","Ubisoft",0.14,0.11,0,0.04,0.28
"7112",10388,"Tales of the World: Reve Unitia","3DS",2014,"Role-Playing","Namco Bandai Games",0,0,0.11,0,0.11
"7113",2320,"Fossil Fighters","DS",2008,"Role-Playing","Nintendo",0.84,0,0,0.06,0.9
"7114",7857,"Rango: The Video Game","PS3",2011,"Action","Electronic Arts",0.07,0.09,0,0.04,0.19
"7115",14599,"Guitar Freaks V & DrumMania V","PS2",2006,"Simulation","Konami Digital Entertainment",0,0,0.03,0,0.03
"7116",16213,"Groovin' Blocks","Wii",2009,"Puzzle","Zoo Games",0.01,0,0,0,0.01
"7117",5805,"The Legend of Heroes: Trails of Cold Steel","PSV",2013,"Role-Playing","Nippon Ichi Software",0.08,0.05,0.14,0.04,0.31
"7118",11137,"Nobunaga's Ambition: Iron Triangle","PS2",2006,"Strategy","Tecmo Koei",0.04,0.03,0,0.01,0.09
"7119",5988,"NBA Street V3","GC",2005,"Sports","Electronic Arts",0.23,0.06,0,0.01,0.29
"7120",16243,"Seisou no Amazones","3DS",2013,"Role-Playing","Arc System Works",0,0,0.01,0,0.01
"7121",508,"The Elder Scrolls III: Morrowind","XB",2002,"Role-Playing","Ubisoft",2.09,0.63,0.03,0.11,2.86
"7122",8518,"Let's Ride: Sunshine Stables","GBA",2005,"Sports","DTP Entertainment",0.12,0.04,0,0,0.16
"7123",3640,"Tiger Woods PGA Tour 13","PS3",2012,"Sports","Electronic Arts",0.24,0.22,0,0.09,0.55
"7124",534,"Battlefield 3","PC",2011,"Shooter","Electronic Arts",0.89,1.43,0,0.48,2.79
"7125",6747,"Cradle of Rome","DS",2008,"Puzzle","Rising Star Games",0.06,0.16,0,0.03,0.25
"7126",10534,"Hot Wheels: Stunt Track Challenge","XB",2004,"Racing","THQ",0.08,0.02,0,0,0.1
"7127",1398,"Hannah Montana: Spotlight World Tour","Wii",2007,"Action","Disney Interactive Studios",0.87,0.38,0,0.13,1.39
